,Age,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,Days_As_Customer,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Total_Purchases,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,Total_AcceptedCmp,AcceptedAnyCmp,Complain
536,57.0,Graduation,Together,44931.0,0,1,0,3856,78,0,11,0,0,7,96,1,2,1,3,5,0,0,0,0,0,0,0,0,0
537,57.0,Graduation,Divorced,76982.0,0,0,19,3828,464,151,292,65,60,30,1062,1,8,3,4,4,0,0,0,0,1,1,2,1,0
538,72.0,2n Cycle,Together,57247.0,0,1,50,4019,99,4,32,37,54,6,232,2,2,1,7,2,0,0,0,0,0,0,0,0,0
539,43.0,Master,Single,22944.0,1,0,67,3882,19,3,19,4,5,26,76,3,3,0,3,7,0,0,0,0,0,0,0,0,0
540,47.0,2n Cycle,Together,25315.0,1,0,46,3928,1,9,8,11,3,22,54,3,3,0,3,8,0,0,0,0,0,0,0,0,0
541,55.0,Graduation,Widow,43638.0,0,1,37,4386,63,10,83,7,19,19,201,2,4,1,4,7,0,0,0,0,0,0,0,0,0
542,40.0,PhD,Single,42710.0,1,0,38,4272,252,3,42,4,3,102,406,2,4,5,3,6,0,0,0,0,0,0,0,0,0
543,42.0,PhD,Married,84169.0,0,0,9,4020,1478,19,403,0,19,0,1919,1,7,6,6,3,0,0,0,1,1,1,3,1,0
544,48.0,Graduation,Together,54058.0,0,1,56,4084,198,18,252,32,108,54,662,2,4,6,8,3,0,0,0,0,0,0,0,0,0
545,34.0,2n Cycle,Married,24683.0,1,0,98,3807,8,4,10,6,7,6,41,2,2,0,4,5,0,0,0,0,0,0,0,0,0
546,60.0,Graduation,Widow,85620.0,0,0,68,3867,416,46,925,60,107,46,1600,1,3,6,4,1,0,0,0,0,0,1,1,1,0
547,44.0,Graduation,Married,47850.0,1,0,72,3902,42,7,43,20,12,10,134,1,3,0,4,6,0,0,0,0,0,0,0,0,0
548,56.0,Graduation,Married,19514.0,1,1,47,3848,14,3,21,2,1,28,69,4,3,1,2,8,0,0,1,0,0,1,2,1,0
549,51.0,Master,Married,27159.0,1,1,33,3786,17,0,3,0,0,1,21,2,1,0,3,6,0,0,0,0,0,0,0,0,0
550,61.0,2n Cycle,Single,39548.0,1,1,87,3784,15,4,10,3,4,18,54,2,1,1,3,3,0,0,0,0,0,0,0,0,0
551,35.0,Graduation,Single,21474.0,1,0,0,3776,6,16,24,11,0,34,91,2,3,1,2,7,0,0,1,0,0,1,2,1,0
552,53.0,PhD,Single,60504.0,0,1,73,3836,458,0,24,6,4,34,526,2,6,2,8,6,0,0,0,0,0,0,0,0,0
553,61.0,Graduation,Married,22419.0,0,0,74,4131,30,3,47,19,21,42,162,1,3,2,2,8,0,0,0,0,0,0,0,0,0
554,75.0,Master,Married,81698.0,0,0,4,3929,179,28,520,111,123,47,1008,1,3,8,13,1,0,0,0,0,0,1,1,1,0
555,72.0,Graduation,Together,43462.0,1,1,50,4349,90,17,97,15,6,15,240,6,4,1,5,8,0,0,0,0,0,0,0,0,0
556,46.0,PhD,Single,54880.0,1,0,57,4179,308,85,137,102,45,118,795,2,6,2,11,5,0,0,0,0,0,0,0,0,0
557,42.0,Graduation,Married,79908.0,0,0,30,4144,557,129,761,29,185,111,1772,1,5,6,7,2,0,0,0,0,1,0,1,1,0
558,54.0,2n Cycle,Married,15315.0,0,0,27,4024,7,4,13,15,8,17,64,2,2,0,4,5,0,0,0,0,0,0,0,0,0
559,65.0,Graduation,Together,87771.0,0,1,61,4097,1492,38,287,50,57,33,1957,1,5,10,4,6,1,1,0,1,1,1,5,1,0
560,46.0,Graduation,Married,33039.0,1,0,4,3987,30,8,12,8,8,12,78,1,2,0,4,5,0,0,0,0,0,0,0,0,0
561,44.0,Graduation,Single,81741.0,0,0,75,4072,249,153,940,58,134,38,1572,0,6,6,7,2,0,0,0,0,0,0,0,0,0
562,53.0,Master,Together,71499.0,0,1,12,4063,465,25,132,136,0,37,795,2,8,3,13,4,0,0,0,0,0,0,0,0,0
563,54.0,2n Cycle,Married,62466.0,0,1,13,3859,129,129,259,168,121,83,889,5,6,3,12,4,0,0,0,0,0,0,0,0,0
564,61.0,PhD,Divorced,48799.0,0,1,9,3930,174,18,81,28,6,24,331,3,3,2,7,3,0,0,0,0,0,0,0,0,0
565,74.0,PhD,Together,52157.0,0,1,48,3716,189,2,29,3,2,40,265,2,3,2,5,4,0,0,0,0,0,0,0,0,0
566,62.0,Graduation,Single,66565.0,0,1,80,4265,747,10,161,65,40,42,1065,4,4,2,9,8,0,0,0,0,0,0,0,0,0
567,73.0,Master,Together,29298.0,1,1,60,3989,6,0,2,2,0,1,11,1,1,0,2,5,0,0,0,0,0,0,0,0,0
568,45.0,Graduation,Single,47691.0,0,1,43,4053,14,0,3,0,0,4,21,1,1,0,2,6,0,0,0,0,0,0,0,0,0
569,54.0,Graduation,Together,38200.0,1,1,19,4263,12,0,4,0,0,1,17,1,1,0,2,7,0,0,0,0,0,0,0,0,0
570,50.0,Graduation,Married,44989.0,0,1,26,4349,98,0,106,49,10,106,369,5,5,1,5,6,0,0,0,0,0,0,0,0,0
571,56.0,PhD,Married,38443.0,1,1,58,3847,32,0,5,0,0,1,38,2,1,0,3,7,0,0,0,0,0,0,0,0,0
572,46.0,2n Cycle,Single,38593.0,1,0,42,3983,51,12,49,17,24,24,177,3,4,1,3,8,0,0,0,0,0,0,0,0,0
573,54.0,PhD,Together,64413.0,0,1,27,4026,200,5,44,0,10,20,279,1,5,1,5,5,0,0,0,0,0,0,0,0,0
574,43.0,Master,Married,36959.0,1,0,56,3964,25,6,25,6,0,0,62,2,2,0,3,8,0,0,0,0,0,0,0,0,0
575,47.0,PhD,Married,61996.0,0,1,27,4208,1050,12,144,0,0,24,1230,3,6,4,8,5,1,1,0,1,0,1,4,1,0
576,56.0,Graduation,Married,51287.0,1,1,10,3783,117,0,22,13,0,30,182,3,4,1,3,7,0,0,0,0,0,0,0,0,0
577,54.0,Graduation,Married,13260.0,1,1,48,4004,9,4,17,10,2,7,49,4,3,0,3,8,0,0,0,0,0,0,0,0,0
578,58.0,PhD,Together,47472.0,1,1,39,3980,56,0,11,0,0,8,75,2,2,0,4,5,0,0,0,0,0,0,0,0,0
579,68.0,Master,Together,54603.0,1,1,85,4049,145,13,46,17,2,4,227,6,4,2,4,7,0,0,0,0,0,0,0,0,0
580,50.0,PhD,Married,45207.0,1,1,64,4290,203,0,10,0,0,2,215,5,3,1,6,6,0,0,0,1,0,0,1,1,0
582,57.0,2n Cycle,Together,47821.0,1,1,54,3946,9,0,16,6,6,10,47,1,1,0,3,8,0,0,0,0,0,0,0,0,0
583,73.0,Master,Married,27450.0,0,0,57,4134,37,12,23,8,11,52,143,1,2,1,3,7,0,0,0,0,0,0,0,0,0
584,41.0,Graduation,Together,39453.0,1,0,64,3781,46,0,7,0,0,2,55,2,2,0,3,6,0,0,0,0,0,0,0,0,0
585,53.0,2n Cycle,Together,26850.0,1,1,10,3766,31,1,13,7,2,9,63,4,2,1,4,4,0,0,0,0,0,0,0,0,0
586,69.0,Graduation,Widow,79800.0,0,0,65,4338,1060,21,530,32,0,224,1867,1,5,11,5,3,1,0,1,0,1,1,4,1,0
587,63.0,Master,Married,61794.0,0,1,74,3982,264,47,188,54,47,11,611,2,4,4,10,2,0,0,0,0,0,0,0,0,0
588,69.0,Graduation,Together,53863.0,0,1,4,3737,399,4,30,6,4,30,473,3,7,1,7,7,0,0,0,1,0,0,1,1,0
589,65.0,Graduation,Together,24221.0,0,0,94,4007,8,9,9,2,5,22,55,1,1,1,3,4,0,0,0,0,0,0,0,0,0
590,40.0,PhD,Single,39684.0,1,0,41,4319,19,0,35,6,4,17,81,2,2,1,2,7,0,0,0,0,0,1,1,1,1
591,49.0,Master,Married,92163.0,0,0,25,4258,817,183,797,106,163,20,2086,0,5,11,5,2,1,0,0,0,1,1,3,1,0
592,59.0,Master,Single,69882.0,0,0,94,3925,292,127,635,132,127,165,1478,1,3,7,9,1,0,0,0,0,0,0,0,0,0
593,47.0,Graduation,Together,33178.0,1,0,9,3844,12,6,2,11,2,16,49,1,1,0,3,4,0,0,0,0,0,0,0,0,0
594,52.0,PhD,Married,59973.0,0,0,47,3985,130,30,168,20,34,0,382,1,3,4,7,1,0,0,0,0,0,0,0,0,0
595,49.0,Master,Together,17459.0,1,0,12,3977,6,4,16,3,10,30,69,3,3,1,2,7,0,0,0,0,0,1,1,1,0
596,55.0,Graduation,Divorced,23910.0,1,0,80,4305,16,12,18,7,1,13,67,1,2,0,3,7,0,0,0,0,0,0,0,0,0
597,55.0,Master,Married,42169.0,1,1,20,3947,19,0,9,0,0,2,30,2,1,0,3,8,0,0,0,0,0,0,0,0,0
598,46.0,2n Cycle,Married,26224.0,1,0,39,4084,4,7,15,13,9,15,63,3,2,1,3,6,0,0,0,0,0,0,0,0,0
599,43.0,Graduation,Together,31089.0,1,0,57,4375,31,3,31,2,8,4,79,3,3,0,4,8,0,0,0,0,0,0,0,0,0
600,63.0,Graduation,Single,30081.0,0,1,27,4187,36,0,2,0,0,4,42,1,1,0,3,7,0,0,0,0,0,0,0,0,0
601,64.0,Graduation,Together,62807.0,0,1,83,4361,526,28,135,10,21,99,819,3,5,3,12,5,0,0,0,0,0,0,0,0,0
602,69.0,Graduation,Single,72906.0,0,0,79,3979,400,32,519,71,75,54,1151,1,3,4,9,1,0,0,0,0,0,0,0,0,0
603,76.0,PhD,Married,61467.0,0,2,69,4261,410,16,114,0,5,49,594,3,5,2,10,5,0,0,0,0,0,0,0,0,0
604,58.0,Master,Together,49618.0,1,1,77,4213,80,3,26,4,2,14,129,4,3,1,3,7,0,0,0,0,0,0,0,0,0
605,38.0,Master,Single,21888.0,1,0,15,4241,88,10,46,2,3,64,213,4,5,1,2,10,0,0,0,0,0,1,1,1,0
607,68.0,Graduation,Divorced,26150.0,2,1,61,4169,5,1,13,3,5,1,28,1,1,0,3,7,0,0,0,0,0,0,0,0,0
608,49.0,Basic,Married,30801.0,0,1,23,4305,8,4,5,15,2,11,45,2,1,0,3,7,0,0,0,0,0,0,0,0,0
609,59.0,Graduation,Married,81168.0,0,0,84,3747,410,0,592,147,22,22,1193,1,6,4,7,3,1,0,0,0,0,0,1,1,0
610,55.0,Master,Single,26877.0,0,0,74,4008,101,13,76,20,18,40,268,2,3,1,6,6,0,0,0,0,0,0,0,0,0
611,80.0,Master,Widow,45006.0,0,0,90,4040,162,25,53,16,0,10,266,1,3,1,7,3,0,0,0,0,0,0,0,0,0
612,51.0,Basic,Married,18978.0,1,0,41,4259,2,8,1,4,7,15,37,1,1,0,3,8,0,0,0,0,0,0,0,0,0
614,55.0,PhD,Single,48240.0,0,0,73,4291,389,91,248,64,49,41,882,3,6,3,13,5,0,0,0,0,0,1,1,1,0
615,50.0,Graduation,Married,45837.0,1,1,88,4032,215,13,87,17,17,24,373,5,6,2,5,7,0,0,0,0,0,0,0,0,0
616,59.0,Master,Single,35791.0,2,1,94,4113,27,0,5,0,0,3,35,2,1,0,3,8,0,0,0,0,0,0,0,0,0
617,48.0,PhD,Together,162397.0,1,1,31,4085,85,1,16,2,1,2,107,0,0,0,1,1,0,0,0,0,0,0,0,0,0
618,46.0,Graduation,Widow,54162.0,1,1,31,4162,5,6,10,6,5,10,42,1,1,0,3,4,0,0,0,0,0,0,0,0,0
619,64.0,Master,Married,30522.0,0,1,6,4375,179,8,83,19,11,26,326,5,1,2,9,2,0,0,0,0,0,0,0,0,0
620,63.0,PhD,Married,54456.0,0,1,23,4047,352,0,27,10,0,15,404,3,6,1,7,6,0,0,0,0,0,0,0,0,0
621,53.0,Graduation,Single,31632.0,0,0,92,4044,17,8,12,11,15,32,95,1,2,1,2,7,0,0,0,0,0,0,0,0,0
622,75.0,Graduation,Widow,72298.0,0,0,52,3805,625,35,169,58,17,35,939,1,4,3,6,1,0,0,0,1,1,0,2,1,0
623,46.0,2n Cycle,Single,36975.0,1,0,50,3877,10,6,11,0,4,2,33,1,1,0,3,7,0,0,0,0,0,0,0,0,0
624,69.0,2n Cycle,Married,72635.0,0,0,54,4085,390,22,323,104,35,107,981,1,6,8,6,3,1,0,0,0,0,0,1,1,0
625,48.0,Graduation,Married,13624.0,1,0,93,4219,10,2,15,2,1,6,36,2,2,0,3,6,0,0,0,0,0,0,0,0,0
626,49.0,Graduation,Single,84196.0,0,1,56,4085,215,63,507,231,31,190,1237,1,8,4,7,3,0,0,0,0,0,0,0,0,0
627,64.0,Graduation,Together,70971.0,0,1,28,4340,1001,17,572,93,125,17,1825,7,11,11,5,7,0,0,0,0,0,1,1,1,0
628,47.0,PhD,Divorced,34487.0,1,1,94,4355,19,18,33,24,1,8,103,3,3,0,3,9,0,0,0,0,0,0,0,0,0
629,47.0,Graduation,Single,28769.0,1,0,76,4252,41,5,129,10,3,3,191,3,4,1,4,9,0,0,0,0,0,0,0,0,0
630,54.0,PhD,Married,69084.0,1,0,43,3916,1181,107,199,39,30,30,1586,2,7,3,13,8,0,0,0,0,0,0,0,0,0
631,66.0,PhD,Together,65488.0,0,0,46,3710,603,45,207,36,18,54,963,1,3,4,6,1,0,0,0,0,0,0,0,0,0
633,64.0,2n Cycle,Single,32218.0,0,0,27,3828,10,24,15,13,1,30,93,1,2,1,3,7,0,0,1,0,0,1,2,1,0
634,51.0,Graduation,Single,83917.0,0,0,12,4131,514,22,732,42,198,79,1587,1,6,7,7,3,0,0,0,0,0,1,1,1,0
635,62.0,Graduation,Divorced,46102.0,2,1,3,3805,14,0,1,0,0,1,16,1,1,0,2,7,0,0,0,0,0,0,0,0,0
636,72.0,Graduation,Single,84574.0,0,0,72,4084,387,20,713,38,54,163,1375,1,9,11,11,5,0,0,0,0,0,0,0,0,0
637,62.0,Graduation,Married,56181.0,0,1,6,4231,121,103,69,8,44,48,393,1,4,2,7,4,0,0,0,0,0,0,0,0,0
638,74.0,Master,Divorced,63120.0,0,1,53,4333,965,69,279,54,41,69,1477,5,8,4,9,7,0,0,0,0,0,1,1,1,0
639,53.0,Graduation,Married,73691.0,0,1,58,3929,707,21,250,85,43,73,1179,2,6,2,8,2,0,0,1,0,0,0,1,1,0
641,76.0,PhD,Together,76140.0,0,0,57,3741,586,66,653,17,0,26,1348,1,5,9,6,2,0,0,0,0,0,0,0,0,0
642,65.0,PhD,Divorced,62859.0,0,1,37,4240,1063,89,102,16,12,25,1307,4,9,4,6,6,0,0,0,0,0,0,0,0,0
643,60.0,Graduation,Single,45906.0,0,1,20,4112,305,3,27,4,3,144,486,2,5,4,4,5,0,0,1,0,0,0,1,1,0
644,77.0,Master,Together,77632.0,0,0,73,4170,1200,105,758,0,42,147,2252,1,4,2,6,2,0,0,0,1,1,1,3,1,0
645,53.0,PhD,Married,46463.0,1,1,56,4009,163,2,40,8,11,11,235,7,3,1,6,6,0,0,0,0,0,0,0,0,0
646,54.0,Graduation,Together,105471.0,0,0,36,4218,1009,181,104,202,21,207,1724,0,9,8,13,3,1,0,0,0,1,1,3,1,0
647,54.0,Master,Divorced,55282.0,1,0,9,3892,125,6,73,8,4,19,235,1,3,1,6,4,0,0,0,0,0,0,0,0,0
648,47.0,Master,Married,78710.0,0,1,42,3731,721,0,152,119,50,50,1092,3,7,6,12,4,0,0,0,0,0,0,0,0,0
649,66.0,Graduation,Together,66886.0,0,1,28,3980,315,4,62,41,31,146,599,2,7,1,7,5,0,0,0,0,0,0,0,0,0
650,64.0,Master,Single,98777.0,0,0,23,3826,1000,19,711,125,115,38,2008,0,4,6,9,1,0,0,0,1,0,0,1,1,0
651,39.0,Graduation,Together,29103.0,1,0,38,4365,16,0,17,6,3,6,48,2,1,0,3,9,0,0,0,0,0,0,0,0,0
652,50.0,Graduation,Married,67445.0,0,1,63,4380,757,80,217,29,80,11,1174,5,9,6,12,6,0,0,0,0,0,0,0,0,0
653,74.0,PhD,Together,50616.0,0,1,71,3771,30,2,25,0,1,9,67,1,1,1,4,2,0,0,0,0,0,0,0,0,0
654,69.0,Graduation,Divorced,49431.0,0,1,9,4389,219,3,100,26,0,17,365,2,7,1,5,8,0,0,0,0,0,0,0,0,0
655,49.0,Graduation,Divorced,153924.0,0,0,81,3836,1,1,1,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,71.0,Graduation,Together,61278.0,0,1,87,3870,111,3,28,2,6,15,165,2,3,1,4,6,0,0,0,0,0,0,0,0,0
658,77.0,PhD,Together,73059.0,0,1,36,3996,410,112,420,0,82,71,1095,1,9,3,13,4,0,0,0,0,0,0,0,0,0
659,58.0,PhD,Single,46734.0,1,2,86,3945,100,1,39,6,1,76,223,4,3,2,3,6,0,0,1,0,0,0,1,1,0
660,61.0,Graduation,Together,56253.0,0,1,83,4263,509,0,65,7,11,5,597,4,7,2,9,6,0,0,0,0,0,0,0,0,0
662,49.0,Graduation,Widow,58330.0,0,1,87,3880,445,53,213,104,98,151,1064,1,6,4,13,4,0,0,0,0,0,0,0,0,0
663,44.0,Basic,Married,25965.0,0,0,29,4354,2,2,11,41,7,11,74,1,2,0,3,8,0,0,0,0,0,0,0,0,0
664,68.0,Master,Together,14661.0,0,0,88,4238,4,1,11,6,2,2,26,1,1,0,3,6,0,0,0,0,0,0,0,0,0
665,65.0,Graduation,Married,18690.0,0,0,77,4242,6,1,7,23,4,19,60,1,1,1,2,8,0,0,0,0,0,0,0,0,0
666,50.0,PhD,Together,45068.0,0,1,25,4103,14,0,3,0,0,3,20,1,1,0,2,7,0,0,0,0,0,0,0,0,0
667,37.0,Basic,Single,21063.0,1,0,34,3971,1,10,11,19,3,15,59,2,2,0,3,6,0,0,0,0,0,0,0,0,0
668,56.0,PhD,Married,29187.0,1,0,43,4110,26,0,6,0,0,2,34,1,1,0,3,8,0,0,0,0,0,0,0,0,0
669,53.0,2n Cycle,Married,54690.0,1,1,76,3928,111,16,37,7,9,18,198,3,3,1,5,3,0,0,0,0,0,0,0,0,0
670,60.0,PhD,Married,59304.0,0,1,81,4029,418,61,428,80,51,10,1048,3,7,8,10,5,0,0,0,0,0,0,0,0,0
671,62.0,Master,Single,59247.0,0,2,87,3927,327,9,122,19,14,83,574,5,5,2,9,6,0,0,0,0,0,0,0,0,0
672,54.0,Graduation,Widow,66731.0,0,1,33,4349,371,159,194,58,106,141,1029,4,4,3,6,3,0,0,0,0,0,0,0,0,0
673,44.0,Graduation,Married,77353.0,0,1,38,3889,275,59,107,69,101,59,670,2,6,4,8,4,0,0,0,0,0,0,0,0,0
675,50.0,Graduation,Married,26751.0,2,0,26,3732,1,1,5,0,3,1,11,1,1,0,2,8,0,0,0,0,0,0,0,0,0
676,61.0,PhD,Married,81300.0,0,1,17,4301,1004,12,145,32,12,36,1241,3,10,3,5,5,1,0,0,0,0,1,2,1,0
677,45.0,Graduation,Single,70337.0,0,0,75,3872,187,81,149,25,43,91,576,1,2,2,12,1,0,0,0,0,0,0,0,0,0
678,39.0,2n Cycle,Married,36145.0,1,0,13,4072,56,4,76,17,1,18,172,4,4,1,3,9,0,0,1,0,0,1,2,1,0
679,44.0,PhD,Single,65295.0,0,0,19,3882,365,32,117,34,110,6,664,1,3,3,13,2,0,0,0,0,0,0,0,0,0
680,61.0,Graduation,Divorced,68118.0,0,1,51,3948,595,23,123,10,23,154,928,2,8,9,4,6,0,0,0,0,0,0,0,0,0
681,57.0,Graduation,Divorced,68743.0,0,0,81,4362,1132,134,384,175,134,115,2074,1,11,5,13,7,0,0,0,0,0,0,0,0,0
682,42.0,2n Cycle,Together,41039.0,0,0,32,4033,34,11,137,179,61,45,467,1,8,1,5,8,0,0,0,0,0,0,0,0,0
683,69.0,Graduation,Together,38946.0,0,1,84,3942,116,6,82,6,6,41,257,2,3,1,6,5,0,0,0,0,0,0,0,0,0
684,57.0,Graduation,Together,65777.0,0,0,87,3886,565,32,435,28,32,54,1146,1,2,8,6,1,0,0,0,0,0,0,0,0,0
685,48.0,PhD,Divorced,66476.0,0,1,99,4173,372,18,126,47,48,78,689,2,5,2,11,4,0,0,0,0,0,0,0,0,0
686,52.0,PhD,Single,86857.0,0,0,96,4349,899,102,838,133,102,40,2114,1,5,6,10,2,0,0,0,0,0,1,1,1,0
687,42.0,PhD,Married,160803.0,0,0,21,4388,55,16,1622,17,3,4,1717,15,0,28,1,0,0,0,0,0,0,0,0,0,0
688,35.0,PhD,Together,77845.0,0,0,40,3738,760,40,480,0,40,26,1346,1,3,5,12,1,1,0,0,0,1,0,2,1,0
689,55.0,PhD,Together,69476.0,0,0,3,3966,260,86,559,63,9,67,1044,1,4,6,4,2,0,0,0,0,0,0,0,0,0
690,64.0,PhD,Divorced,50611.0,0,1,98,4327,459,0,24,6,0,4,493,6,4,5,7,6,0,0,0,1,0,1,2,1,0
691,54.0,Graduation,Single,61209.0,0,0,73,4002,466,0,224,119,49,99,957,1,5,3,4,2,0,0,0,0,0,0,0,0,0
692,66.0,Master,Together,42315.0,0,1,90,4046,67,15,80,17,11,80,270,3,1,4,4,3,0,0,0,0,0,0,0,0,0
693,72.0,Basic,Together,13084.0,0,0,29,3933,2,0,7,3,7,10,29,1,1,0,3,6,0,0,0,0,0,0,0,0,0
694,75.0,Master,Widow,47570.0,1,1,3,4090,67,1,20,0,2,31,121,3,2,2,2,7,0,0,0,0,0,1,1,1,0
695,63.0,Master,Married,61923.0,0,2,94,4032,92,4,18,3,3,6,126,1,2,1,4,3,0,0,0,0,0,0,0,0,0
696,29.0,Graduation,Single,34824.0,0,0,65,3789,4,2,11,2,0,4,23,1,1,0,2,6,0,0,0,0,0,0,0,0,0
697,75.0,PhD,Single,26518.0,1,1,33,4141,20,1,28,3,3,2,57,3,2,0,3,8,0,0,0,0,0,1,1,1,0
698,63.0,Graduation,Single,45938.0,0,0,46,3932,273,11,178,62,83,29,636,2,8,4,6,6,0,0,0,0,0,0,0,0,0
699,64.0,Graduation,Together,78468.0,0,0,29,3775,434,22,388,104,22,34,1004,1,10,7,10,4,1,0,0,0,0,0,1,1,0
700,51.0,Graduation,Divorced,78901.0,0,1,99,3979,321,11,309,33,26,34,734,3,9,3,5,4,0,0,0,0,0,0,0,0,0
701,46.0,Graduation,Married,71427.0,2,0,26,3803,212,123,177,15,64,23,614,2,8,2,8,4,0,0,0,0,0,0,0,0,0
702,46.0,Graduation,Divorced,71022.0,0,1,30,3832,909,12,278,0,12,242,1453,3,5,2,11,8,0,0,1,0,0,0,1,1,0
703,36.0,Master,Single,90247.0,0,0,27,3755,1184,32,352,21,16,16,1621,1,3,4,7,1,1,0,0,1,1,1,4,1,0
704,56.0,Master,Divorced,41335.0,1,0,24,3879,112,19,21,16,14,5,187,3,4,1,4,7,0,0,0,0,0,0,0,0,0
706,54.0,PhD,Divorced,35682.0,1,0,34,3696,23,0,8,6,2,18,57,1,1,1,3,2,0,0,0,0,0,0,0,0,0
707,73.0,Graduation,Divorced,43185.0,0,1,88,4139,537,6,42,16,6,30,637,2,9,3,6,8,0,0,0,0,0,0,0,0,0
708,76.0,PhD,Together,66375.0,0,1,96,3914,712,0,45,0,0,191,948,3,2,4,5,7,0,0,1,0,0,0,1,1,0
710,38.0,Graduation,Married,25252.0,1,0,26,4046,1,3,4,2,2,6,18,1,1,0,2,8,0,0,0,0,0,0,0,0,0
711,59.0,Master,Single,55250.0,0,1,49,4310,664,58,83,32,0,66,903,4,7,5,10,5,0,0,0,0,0,0,0,0,0
712,49.0,Graduation,Single,33249.0,1,0,11,4188,6,10,21,19,14,42,112,2,2,1,3,6,0,0,0,0,0,0,0,0,0
713,71.0,Graduation,Together,58398.0,0,0,44,4105,299,5,201,21,21,49,596,3,5,4,8,4,0,0,0,0,0,0,0,0,0
714,42.0,Graduation,Together,50272.0,1,0,75,4020,99,13,66,43,8,4,233,3,4,1,5,7,0,0,0,0,0,0,0,0,0
715,49.0,PhD,Married,76618.0,0,0,64,4263,749,40,294,121,160,147,1511,1,3,2,5,1,0,0,0,0,0,0,0,0,0
716,64.0,2n Cycle,Divorced,87305.0,0,0,19,4338,345,25,501,63,138,80,1152,1,5,3,8,2,0,0,0,0,1,1,2,1,0
717,46.0,Graduation,Together,25851.0,1,0,45,4197,9,4,18,7,5,5,48,2,2,0,3,7,0,0,0,0,0,0,0,0,0
718,54.0,Graduation,Divorced,58710.0,0,1,77,4149,440,81,368,0,122,174,1185,6,11,5,9,6,0,0,0,0,0,0,0,0,0
719,66.0,Graduation,Single,45160.0,1,1,9,3786,8,2,5,3,0,3,21,1,1,0,2,7,0,0,0,0,0,0,0,0,0
720,59.0,Master,Married,74806.0,0,1,1,4251,670,9,249,0,28,9,965,2,5,4,5,4,0,0,0,0,0,0,0,0,0
721,70.0,Graduation,Married,59111.0,0,0,90,4117,524,0,134,28,28,155,869,1,11,1,8,7,0,0,0,0,0,0,0,0,0
722,40.0,PhD,Married,18988.0,1,0,43,3731,6,0,6,2,1,1,16,2,1,0,3,7,0,0,0,0,0,0,0,0,0
723,59.0,Graduation,Married,72190.0,0,0,79,4195,597,166,597,172,166,249,1947,1,5,6,4,3,0,0,0,0,0,0,0,0,0
724,48.0,Graduation,Married,7500.0,1,0,19,4391,7,0,12,13,7,32,71,5,4,1,2,9,0,0,1,0,0,1,2,1,0
726,69.0,Graduation,Married,80395.0,0,0,62,3912,445,25,706,80,76,48,1380,1,6,5,12,2,1,0,0,0,0,0,1,1,0
727,48.0,Master,Divorced,75012.0,0,0,41,3849,294,142,218,164,58,151,1027,1,3,8,11,1,0,0,0,0,0,0,0,0,0
728,59.0,Master,Married,56962.0,2,1,60,3955,292,3,77,10,3,26,411,7,6,3,5,7,0,0,0,0,0,0,0,0,0
729,33.0,Graduation,Together,89891.0,0,0,17,4134,412,22,132,59,28,183,836,1,11,6,8,4,0,0,0,0,1,0,1,1,0
730,75.0,PhD,Divorced,35946.0,1,1,24,3969,8,0,3,0,0,0,11,1,0,0,3,5,0,0,0,0,0,0,0,0,0
731,71.0,PhD,Together,53593.0,1,1,60,4385,349,4,78,6,0,43,480,8,7,2,6,8,0,0,0,0,0,0,0,0,0
733,76.0,PhD,Divorced,45072.0,1,2,74,3950,144,2,99,7,2,30,284,5,6,1,4,8,0,0,0,0,0,0,0,0,0
734,51.0,Graduation,Divorced,89694.0,1,1,22,3957,1126,28,211,37,28,42,1472,3,4,3,4,5,1,0,0,1,1,0,3,1,0
735,75.0,Graduation,Married,72025.0,0,0,46,3755,967,0,617,43,50,0,1677,1,4,8,13,2,1,0,0,1,1,1,4,1,0
736,51.0,Graduation,Married,67432.0,0,1,69,4151,432,79,341,177,136,170,1335,2,8,5,4,4,0,0,0,0,0,0,0,0,0
737,72.0,Master,Together,70545.0,0,1,29,3720,138,39,63,55,18,21,334,1,4,1,7,2,0,0,0,0,0,0,0,0,0
738,35.0,Basic,Married,17487.0,1,0,37,4162,0,0,1,7,4,6,18,1,1,0,2,7,0,0,0,0,0,0,0,0,0
739,55.0,Graduation,Together,62882.0,0,1,26,4383,509,133,497,78,24,97,1338,2,7,5,6,4,0,0,0,0,0,0,0,0,0
740,71.0,PhD,Single,64108.0,0,1,8,4157,948,10,86,13,21,21,1099,4,6,9,11,5,0,0,0,0,0,0,0,0,0
741,68.0,Master,Together,34941.0,1,1,26,4174,39,2,25,4,3,24,97,2,3,0,3,8,0,0,0,0,0,0,0,0,0
742,74.0,PhD,Single,48767.0,1,2,79,3873,28,1,21,3,0,10,63,3,2,1,3,5,0,0,0,0,0,0,0,0,0
743,46.0,2n Cycle,Together,38702.0,1,0,71,4026,13,11,24,13,8,40,109,2,3,0,4,6,0,0,0,0,0,0,0,0,0
